GO-term	Name	Category	NumberOfProteinsInNetwork	TPD	P-value	FDR	ProteinAccessions	ProteinNames
GO:0050896	response to stimulus	biological_process	98	27913	0.742664921	0.925204274	O94973|Q08117|P61586|P05026|P38606|Q15904|P49454|Q96CW1|P12109|P19784|P67870|P00387|P26358|Q7KZI7|P27105|P55085|O95573|P35555|P06280|P62873|P63218|P13984|Q92769|P09601|P14735|P05556|Q9P0L2|P27448|P61006|Q9HCE1|Q99519|O95613|O00469|P09884|P16435|P50897|P17612|P13861|P31323|P62820|P61019|P51148|P11233|P35241|Q92900|P09132|P61011|O76094|Q04724|Q04726|O76024|P51149|Q13617|P78406|O00203|O76061|Q13546|Q13310|Q92820|O14745|A7MCY6|Q9UN86|P62877|Q99996|Q13283|Q9H4P4|O43823|Q9Y4L1|O95391|P61916|P61026|Q13438|O14975|O14578|Q9NP72|Q9BS26|O75592|O60885|P37198|Q9NY61|Q96DZ1|Q9UHD2|Q9UJZ1|Q9NQT5|Q7Z5G4|Q9BQ95|P61106|Q9NQT4|Q8IWA5|Q86YT6|Q5VT66|Q9H773|Q8TAD8|Q8IWF2|Q9H7Z7|Q9BZQ6|Q96HR9|Q4KMQ2|	AP2A2|AES|RHOA|ATP1B1|ATP6V1A|ATP6AP1|CENPF|AP2M1|COL6A1|CSNK2A2|CSNK2B|CYB5R3|DNMT1|MARK2|STOM|F2RL1|ACSL3|FBN1|GLA|GNB1|GNG5|GTF2F2|HDAC2|HMOX1|IDE|ITGB1|MARK1|MARK3|RAB8A|MOV10|NEU1|PCNT|PLOD2|POLA1|POR|PPT1|PRKACA|PRKAR2A|PRKAR2B|RAB1A|RAB2A|RAB5C|RALA|RDX|UPF1|SRP19|SRP54|SRP72|TLE1|TLE3|WFS1|RAB7A|CUL2|RAE1|AP3B1|STC2|RIPK1|PABPC4|GGH|SLC9A3R1|TBKBP1|G3BP2|RBX1|AKAP9|G3BP1|RNF41|AKAP8|HYOU1|SLU7|NPC2|RAB10|OS9|SLC27A2|CIT|RAB18|ERP44|MYCBP2|BRD4|NUP62|AATF|ERLEC1|TBK1|STOML2|EXOSC3|GOLGA7|ECSIT|RAB14|EXOSC5|SLC44A2|MIB1|MARC1|DCTPP1|SNIP1|FOXRED2|PTGES2|EDEM3|REEP6|ANO6|
GO:0050900	leukocyte migration	biological_process	4	21	0.080927689	0.26221336	P05026|P55085|P05556|Q4KMQ2|	ATP1B1|F2RL1|ITGB1|ANO6|
GO:0050920	regulation of chemotaxis	biological_process	3	17	0.593802408	0.822089947	P55085|O75592|Q4KMQ2|	F2RL1|MYCBP2|ANO6|
GO:0050953	sensory perception of light stimulus	biological_process	4	40	0.862169674	1	P50897|O76024|Q96HR9|Q96DA6|	PPT1|WFS1|REEP6|DNAJC19|
GO:0050954	sensory perception of mechanical stimulus	biological_process	6	71	0.286117694	0.50748621	Q9Y6M9|O76024|O14745|P62072|Q9Y5J7|Q9Y5J9|	NDUFB9|WFS1|SLC9A3R1|TIMM10|TIMM9|TIMM8B|
GO:0051018	protein kinase A binding	molecular_function	6	25	1.03E-04	0.009118541	P17612|P13861|P31323|P35241|Q99996|O43823|	PRKACA|PRKAR2A|PRKAR2B|RDX|AKAP9|AKAP8|
GO:0051020	GTPase binding	molecular_function	9	184	0.403921804	0.636630037	Q15904|P62873|P61006|Q99996|Q9H4P4|P61970|O14578|O75592|Q9UJZ1|	ATP6AP1|GNB1|RAB8A|AKAP9|RNF41|NUTF2|CIT|MYCBP2|STOML2|
GO:0051028	mRNA transport	biological_process	11	111	5.73E-09	0.009118541	Q99567|P52948|Q92900|P35658|P78406|Q9UN86|P61970|O95391|Q8TEM1|P37198|Q7Z3B4|	NUP88|NUP98|UPF1|NUP214|RAE1|G3BP2|NUTF2|SLU7|NUP210|NUP62|NUP54|
GO:0051046	regulation of secretion	biological_process	10	205	0.148291535	0.350601295	Q15904|P55085|O95573|P09601|P61006|P11233|P51149|O14745|P61026|Q8N183|	ATP6AP1|F2RL1|ACSL3|HMOX1|RAB8A|RALA|RAB7A|SLC9A3R1|RAB10|NDUFAF2|
GO:0051047	positive regulation of secretion	biological_process	4	39	0.831253798	0.986731001	Q15904|P55085|O95573|P51149|	ATP6AP1|F2RL1|ACSL3|RAB7A|
GO:0051048	negative regulation of secretion	biological_process	4	25	0.190835669	0.404475043	P55085|P09601|P51149|Q8N183|	F2RL1|HMOX1|RAB7A|NDUFAF2|
GO:0051049	regulation of transport	biological_process	36	2813	1.45E-04	0.009118541	P62330|P61586|P05026|Q15904|P19784|P27105|P55085|O95573|P09601|P61006|Q08431|O95613|P50897|P17612|P51148|P11233|P35241|O76024|P51149|P35658|O76061|Q13546|O14745|Q99996|P61970|P61026|Q13438|Q12907|P37198|Q96DZ1|Q7Z3B4|Q9H270|Q86YT6|Q8N183|Q96HR9|Q4KMQ2|	ARF6|RHOA|ATP1B1|ATP6AP1|CSNK2A2|STOM|F2RL1|ACSL3|HMOX1|RAB8A|MFGE8|PCNT|PPT1|PRKACA|RAB5C|RALA|RDX|WFS1|RAB7A|NUP214|STC2|RIPK1|SLC9A3R1|AKAP9|NUTF2|RAB10|OS9|LMAN2|NUP62|ERLEC1|NUP54|VPS11|MIB1|NDUFAF2|REEP6|ANO6|
GO:0051050	positive regulation of transport	biological_process	20	828	0.019948059	0.109433962	P05026|Q15904|P19784|P27105|P55085|O95573|Q08431|O95613|P50897|P17612|P35241|O76024|P51149|O14745|Q99996|P61970|Q12907|Q9H270|Q86YT6|Q4KMQ2|	ATP1B1|ATP6AP1|CSNK2A2|STOM|F2RL1|ACSL3|MFGE8|PCNT|PPT1|PRKACA|RDX|WFS1|RAB7A|SLC9A3R1|AKAP9|NUTF2|LMAN2|VPS11|MIB1|ANO6|
GO:0051051	negative regulation of transport	biological_process	8	138	0.32635811	0.55011655	P62330|P55085|P09601|P51149|O14745|Q13438|Q96DZ1|Q8N183|	ARF6|F2RL1|HMOX1|RAB7A|SLC9A3R1|OS9|ERLEC1|NDUFAF2|
GO:0051052	regulation of DNA metabolic process	biological_process	4	66	0.884717839	1	P26358|Q92900|Q9UJZ1|Q9NQT5|	DNMT1|UPF1|STOML2|EXOSC3|
GO:0051054	positive regulation of DNA metabolic process	biological_process	3	41	0.888976637	1	P26358|Q9UJZ1|Q9NQT5|	DNMT1|STOML2|EXOSC3|
GO:0051056	regulation of small GTPase mediated signal transduction	biological_process	6	37	0.001921998	0.034602076	P62330|P61586|P55085|P05556|P35241|P37198|	ARF6|RHOA|F2RL1|ITGB1|RDX|NUP62|
GO:0051082	unfolded protein binding	molecular_function	5	58	0.680057583	0.890166028	Q9NU22|Q96DZ1|Q9Y375|Q9H173|Q9HAV7|	MDN1|ERLEC1|NDUFAF1|SIL1|GRPEL1|
GO:0051087	chaperone binding	molecular_function	4	21	0.080927689	0.26221336	Q9Y4L1|P62072|Q9Y5J7|Q9HAV7|	HYOU1|TIMM10|TIMM9|GRPEL1|
GO:0051090	regulation of DNA-binding transcription factor activity	biological_process	6	87	0.70187074	0.898348158	Q92769|P09601|O76024|Q13546|Q9UN86|Q9H4P4|	HDAC2|HMOX1|WFS1|RIPK1|G3BP2|RNF41|
GO:0051093	negative regulation of developmental process	biological_process	12	210	4.23E-04	0.009118541	P62330|P61586|P26358|P35555|Q92769|P05556|P17612|O76061|Q96SN8|Q9NQC3|Q86YT6|Q9BQQ3|	ARF6|RHOA|DNMT1|FBN1|HDAC2|ITGB1|PRKACA|STC2|CDK5RAP2|RTN4|MIB1|GORASP1|
GO:0051094	positive regulation of developmental process	biological_process	14	503	0.17845317	0.393078971	P61586|Q15904|Q7KZI7|P35556|Q92769|P09601|P05556|P16435|O00203|Q13546|Q9NQT5|Q8N4C6|Q9NQC3|Q4KMQ2|	RHOA|ATP6AP1|MARK2|FBN2|HDAC2|HMOX1|ITGB1|POR|AP3B1|RIPK1|EXOSC3|NIN|RTN4|ANO6|
GO:0051098	regulation of binding	biological_process	8	129	0.198802251	0.41302485	Q08117|P67870|Q7KZI7|Q08379|Q92769|P09601|P27448|P17612|	AES|CSNK2B|MARK2|GOLGA2|HDAC2|HMOX1|MARK3|PRKACA|
GO:0051100	negative regulation of binding	biological_process	4	38	0.796204965	0.962438424	Q08117|Q08379|Q92769|P09601|	AES|GOLGA2|HDAC2|HMOX1|
GO:0051101	regulation of DNA binding	biological_process	3	16	0.510033482	0.754975978	P67870|Q92769|P09601|	CSNK2B|HDAC2|HMOX1|
GO:0051117	ATPase binding	molecular_function	4	23	0.127803984	0.333647502	P05026|P11233|P35241|O76024|	ATP1B1|RALA|RDX|WFS1|
GO:0051128	regulation of cellular component organization	biological_process	43	4046	8.57E-04	0.009118541	P62330|P61586|P49454|P19784|P26358|Q7KZI7|P55085|Q92769|P14735|Q9P0L2|Q08431|P50897|P17612|P51148|P11233|P35241|Q92900|P51149|P78406|O14745|Q5VU43|Q66GS9|P62877|Q99996|Q9H4P4|O43823|Q12907|O14578|O95684|Q9BV73|O75592|Q13868|O60885|P37198|Q9UJZ1|Q8N4C6|Q96SN8|Q9H270|Q9NQC3|Q86YT6|Q9BQQ3|Q8NBJ5|Q4KMQ2|	ARF6|RHOA|CENPF|CSNK2A2|DNMT1|MARK2|F2RL1|HDAC2|IDE|MARK1|MFGE8|PPT1|PRKACA|RAB5C|RALA|RDX|UPF1|RAB7A|RAE1|SLC9A3R1|PDE4DIP|CEP135|RBX1|AKAP9|RNF41|AKAP8|LMAN2|CIT|FGFR1OP|CEP250|MYCBP2|EXOSC2|BRD4|NUP62|STOML2|NIN|CDK5RAP2|VPS11|RTN4|MIB1|GORASP1|COLGALT1|ANO6|
GO:0051129	negative regulation of cellular component organization	biological_process	11	209	0.01257148	0.109433962	P62330|P61586|P49454|P26358|Q92769|P35241|P51149|Q9H4P4|Q96SN8|Q9NQC3|Q9BQQ3|	ARF6|RHOA|CENPF|DNMT1|HDAC2|RDX|RAB7A|RNF41|CDK5RAP2|RTN4|GORASP1|
GO:0051130	positive regulation of cellular component organization	biological_process	24	1273	0.04361551	0.26221336	P62330|P61586|P19784|P26358|Q7KZI7|P55085|P14735|Q08431|P50897|P11233|Q66GS9|P62877|Q99996|O43823|Q12907|O60885|P37198|Q9UJZ1|Q8N4C6|Q96SN8|Q9H270|Q86YT6|Q8NBJ5|Q4KMQ2|	ARF6|RHOA|CSNK2A2|DNMT1|MARK2|F2RL1|IDE|MFGE8|PPT1|RALA|CEP135|RBX1|AKAP9|AKAP8|LMAN2|BRD4|NUP62|STOML2|NIN|CDK5RAP2|VPS11|MIB1|COLGALT1|ANO6|
GO:0051168	nuclear export	biological_process	10	90	2.16E-08	0.009118541	Q99567|P52948|Q92900|P35658|P78406|P61970|O95391|Q8TEM1|P37198|Q7Z3B4|	NUP88|NUP98|UPF1|NUP214|RAE1|NUTF2|SLU7|NUP210|NUP62|NUP54|
GO:0051169	nuclear transport	biological_process	11	130	7.49E-08	0.009118541	Q99567|P52948|Q92900|P35658|P78406|P61970|O95391|Q9NP72|Q8TEM1|P37198|Q7Z3B4|	NUP88|NUP98|UPF1|NUP214|RAE1|NUTF2|SLU7|RAB18|NUP210|NUP62|NUP54|
GO:0051170	import into nucleus	biological_process	7	37	3.09E-05	0.009118541	Q99567|P52948|P35658|P61970|Q9NP72|P37198|Q7Z3B4|	NUP88|NUP98|NUP214|NUTF2|RAB18|NUP62|NUP54|
GO:0051171	regulation of nitrogen compound metabolic process	biological_process	68	13867	0.842152021	0.986794718	Q08117|P61586|Q15904|P49454|P19784|P67870|P26358|Q7KZI7|P55085|O95573|P35555|P06280|Q08379|Q14789|P13984|Q92769|P09601|P14735|Q9HCE1|P52948|P09884|P16435|P17612|P13861|P31323|P62820|P35241|Q92900|P25440|Q04724|Q04726|Q15056|O76024|O75534|P51149|P35658|Q13617|Q13546|Q13310|O14745|Q9UN86|P62877|Q99996|Q9H4P4|O43823|Q13438|O95684|Q96B26|O75592|Q92552|Q92615|Q13868|O60885|P37198|Q8NEJ9|Q9NY61|P11940|Q96DZ1|Q9UHD2|Q9UJZ1|Q9NQT5|Q96SN8|Q9H270|Q9NQT4|Q9BQQ3|Q9C0D3|Q8TAD8|Q9H7Z7|	AES|RHOA|ATP6AP1|CENPF|CSNK2A2|CSNK2B|DNMT1|MARK2|F2RL1|ACSL3|FBN1|GLA|GOLGA2|GOLGB1|GTF2F2|HDAC2|HMOX1|IDE|MOV10|NUP98|POLA1|POR|PRKACA|PRKAR2A|PRKAR2B|RAB1A|RDX|UPF1|BRD2|TLE1|TLE3|EIF4H|WFS1|CSDE1|RAB7A|NUP214|CUL2|RIPK1|PABPC4|SLC9A3R1|G3BP2|RBX1|AKAP9|RNF41|AKAP8|OS9|FGFR1OP|EXOSC8|MYCBP2|MRPS27|LARP4B|EXOSC2|BRD4|NUP62|NGDN|AATF|PABPC1|ERLEC1|TBK1|STOML2|EXOSC3|CDK5RAP2|VPS11|EXOSC5|GORASP1|ZYG11B|SNIP1|PTGES2|
GO:0051172	negative regulation of nitrogen compound metabolic process	biological_process	25	1823	0.770217511	0.946550653	Q08117|P61586|P49454|P19784|P26358|P55085|P06280|Q92769|P14735|Q9HCE1|P16435|P13861|P31323|Q92900|Q04724|Q04726|O76024|O14745|Q13438|O95684|O75592|P37198|Q9NY61|P11940|Q96DZ1|	AES|RHOA|CENPF|CSNK2A2|DNMT1|F2RL1|GLA|HDAC2|IDE|MOV10|POR|PRKAR2A|PRKAR2B|UPF1|TLE1|TLE3|WFS1|SLC9A3R1|OS9|FGFR1OP|MYCBP2|NUP62|AATF|PABPC1|ERLEC1|
GO:0051173	positive regulation of nitrogen compound metabolic process	biological_process	40	4658	0.583736535	0.805740988	P61586|Q15904|P67870|P26358|Q7KZI7|P55085|O95573|Q08379|P13984|Q92769|P09601|P14735|Q9HCE1|P52948|P17612|P13861|P31323|P62820|P35241|Q92900|O76024|P51149|Q13546|P62877|Q99996|Q9H4P4|O43823|Q92552|Q92615|O60885|P37198|Q9NY61|P11940|Q9UHD2|Q9UJZ1|Q9NQT5|Q96SN8|Q9H270|Q9BQQ3|Q9H7Z7|	RHOA|ATP6AP1|CSNK2B|DNMT1|MARK2|F2RL1|ACSL3|GOLGA2|GTF2F2|HDAC2|HMOX1|IDE|MOV10|NUP98|PRKACA|PRKAR2A|PRKAR2B|RAB1A|RDX|UPF1|WFS1|RAB7A|RIPK1|RBX1|AKAP9|RNF41|AKAP8|MRPS27|LARP4B|BRD4|NUP62|AATF|PABPC1|TBK1|STOML2|EXOSC3|CDK5RAP2|VPS11|GORASP1|PTGES2|
GO:0051174	regulation of phosphorus metabolic process	biological_process	21	1012	0.134934902	0.343955014	P61586|Q15904|P67870|Q7KZI7|P55085|O95573|Q92769|P17612|P13861|P31323|Q13546|O14745|Q99996|Q9H4P4|O00566|O43823|O95684|O60885|P37198|Q9UHD2|Q9UJZ1|	RHOA|ATP6AP1|CSNK2B|MARK2|F2RL1|ACSL3|HDAC2|PRKACA|PRKAR2A|PRKAR2B|RIPK1|SLC9A3R1|AKAP9|RNF41|MPHOSPH10|AKAP8|FGFR1OP|BRD4|NUP62|TBK1|STOML2|
GO:0051179	localization	biological_process	98	26124	0.00150574	0.034602076	O94973|P62330|P61586|P05026|P38606|Q15904|P49454|Q96CW1|P67870|P00387|Q7KZI7|P27105|P55085|O95573|P35555|P35556|P06280|Q08379|Q14789|P14735|P05556|Q9P0L2|P61006|Q08431|Q99519|Q99567|P52948|O95613|P50897|P17612|P31323|P62820|P61019|P51148|P11233|P35241|Q92900|P09132|P61011|O76094|P51149|P35658|P78406|O00116|O00203|Q92820|O14745|O75439|Q66GS9|Q9UN86|Q99996|P61970|O43823|Q9Y4L1|O95391|P61916|P61026|Q13438|Q12907|O14975|Q7Z7A1|O95684|Q9BV73|Q9NP72|Q9Y2I6|Q9BS26|Q96S66|Q76N32|Q10713|Q8TEM1|Q96JC1|Q13868|P37198|Q9UH99|Q9Y3U8|Q9Y5J6|P62072|Q9Y5J7|Q9Y5J9|Q96DZ1|Q9UJZ1|Q9NQT5|Q7Z5G4|Q8N4C6|P61106|Q7Z3B4|Q96SN8|Q9H270|Q9NQC3|Q8IWA5|Q86YT6|Q9H173|Q9BQQ3|Q9H7Z7|Q9HAV7|Q96DA6|Q4KMQ2|Q2T9J0|	AP2A2|ARF6|RHOA|ATP1B1|ATP6V1A|ATP6AP1|CENPF|AP2M1|CSNK2B|CYB5R3|MARK2|STOM|F2RL1|ACSL3|FBN1|FBN2|GLA|GOLGA2|GOLGB1|IDE|ITGB1|MARK1|RAB8A|MFGE8|NEU1|NUP88|NUP98|PCNT|PPT1|PRKACA|PRKAR2B|RAB1A|RAB2A|RAB5C|RALA|RDX|UPF1|SRP19|SRP54|SRP72|RAB7A|NUP214|RAE1|AGPS|AP3B1|GGH|SLC9A3R1|PMPCB|CEP135|G3BP2|AKAP9|NUTF2|AKAP8|HYOU1|SLU7|NPC2|RAB10|OS9|LMAN2|SLC27A2|CNTRL|FGFR1OP|CEP250|RAB18|NINL|ERP44|CLCC1|CEP68|PMPCA|NUP210|VPS39|EXOSC2|NUP62|SUN2|RPL36|TIMM10B|TIMM10|TIMM9|TIMM8B|ERLEC1|STOML2|EXOSC3|GOLGA7|NIN|RAB14|NUP54|CDK5RAP2|VPS11|RTN4|SLC44A2|MIB1|SIL1|GORASP1|PTGES2|GRPEL1|DNAJC19|ANO6|TYSND1|
GO:0051186	cofactor metabolic process	biological_process	7	158	0.994375601	1	P00387|O95573|P09601|P50897|Q92820|Q9UDR5|Q9NZL9|	CYB5R3|ACSL3|HMOX1|PPT1|GGH|AASS|MAT2B|
GO:0051188	cofactor biosynthetic process	biological_process	3	18	0.673455418	0.884615385	O95573|P50897|Q9NZL9|	ACSL3|PPT1|MAT2B|
GO:0051222	positive regulation of protein transport	biological_process	8	125	0.153421322	0.366120219	P19784|P27105|P55085|O95573|O95613|P17612|P61970|Q9H270|	CSNK2A2|STOM|F2RL1|ACSL3|PCNT|PRKACA|NUTF2|VPS11|
GO:0051223	regulation of protein transport	biological_process	14	474	0.077747366	0.26221336	P19784|P27105|P55085|O95573|P61006|O95613|P17612|P61970|Q13438|P37198|Q96DZ1|Q7Z3B4|Q9H270|Q8N183|	CSNK2A2|STOM|F2RL1|ACSL3|RAB8A|PCNT|PRKACA|NUTF2|OS9|NUP62|ERLEC1|NUP54|VPS11|NDUFAF2|
GO:0051224	negative regulation of protein transport	biological_process	4	33	0.568742522	0.793565684	P55085|Q13438|Q96DZ1|Q8N183|	F2RL1|OS9|ERLEC1|NDUFAF2|
GO:0051225	spindle assembly	biological_process	4	16	0.019984148	0.109433962	P61586|Q08379|Q96CW5|Q9BSJ2|	RHOA|GOLGA2|TUBGCP3|TUBGCP2|
GO:0051234	establishment of localization	biological_process	81	18808	0.165707113	0.387241689	O94973|P62330|P61586|P05026|P38606|Q15904|P49454|Q96CW1|P67870|P00387|P27105|P55085|O95573|P06280|Q08379|Q14789|P14735|P05556|Q9P0L2|P61006|Q08431|Q99519|Q99567|P52948|P50897|P62820|P61019|P51148|P11233|P35241|Q92900|P09132|P61011|O76094|P51149|P35658|P78406|O00116|O00203|Q92820|O14745|O75439|Q9UN86|P61970|O43823|Q9Y4L1|O95391|P61916|P61026|Q13438|Q12907|O14975|Q9NP72|Q9BS26|Q96S66|Q10713|Q8TEM1|Q96JC1|P37198|Q9UH99|Q9Y3U8|Q9Y5J6|P62072|Q9Y5J7|Q9Y5J9|Q96DZ1|Q9UJZ1|Q7Z5G4|P61106|Q7Z3B4|Q96SN8|Q9H270|Q8IWA5|Q86YT6|Q9H173|Q9BQQ3|Q9H7Z7|Q9HAV7|Q96DA6|Q4KMQ2|Q2T9J0|	AP2A2|ARF6|RHOA|ATP1B1|ATP6V1A|ATP6AP1|CENPF|AP2M1|CSNK2B|CYB5R3|STOM|F2RL1|ACSL3|GLA|GOLGA2|GOLGB1|IDE|ITGB1|MARK1|RAB8A|MFGE8|NEU1|NUP88|NUP98|PPT1|RAB1A|RAB2A|RAB5C|RALA|RDX|UPF1|SRP19|SRP54|SRP72|RAB7A|NUP214|RAE1|AGPS|AP3B1|GGH|SLC9A3R1|PMPCB|G3BP2|NUTF2|AKAP8|HYOU1|SLU7|NPC2|RAB10|OS9|LMAN2|SLC27A2|RAB18|ERP44|CLCC1|PMPCA|NUP210|VPS39|NUP62|SUN2|RPL36|TIMM10B|TIMM10|TIMM9|TIMM8B|ERLEC1|STOML2|GOLGA7|RAB14|NUP54|CDK5RAP2|VPS11|SLC44A2|MIB1|SIL1|GORASP1|PTGES2|GRPEL1|DNAJC19|ANO6|TYSND1|
GO:0051235	maintenance of location	biological_process	6	71	0.286117694	0.50748621	P35555|P35556|Q9UN86|Q99996|Q13438|Q9UH99|	FBN1|FBN2|G3BP2|AKAP9|OS9|SUN2|
GO:0051236	establishment of RNA localization	biological_process	11	111	5.73E-09	0.009118541	Q99567|P52948|Q92900|P35658|P78406|Q9UN86|P61970|O95391|Q8TEM1|P37198|Q7Z3B4|	NUP88|NUP98|UPF1|NUP214|RAE1|G3BP2|NUTF2|SLU7|NUP210|NUP62|NUP54|
GO:0051239	regulation of multicellular organismal process	biological_process	40	3567	2.74E-04	0.009118541	O94973|P62330|P61586|P05026|Q15904|P49454|Q96CW1|P67870|P26358|Q7KZI7|P55085|P35555|P35556|P63218|Q92769|P09601|P05556|Q9P0L2|Q9HCE1|P16435|P17612|Q04726|O00203|O76061|Q13546|O14745|Q99996|Q9H4P4|P61970|O43823|O75592|Q9UHD2|Q9NQT5|Q8N4C6|P61106|Q96SN8|Q9NQC3|Q86YT6|Q9BQQ3|Q4KMQ2|	AP2A2|ARF6|RHOA|ATP1B1|ATP6AP1|CENPF|AP2M1|CSNK2B|DNMT1|MARK2|F2RL1|FBN1|FBN2|GNG5|HDAC2|HMOX1|ITGB1|MARK1|MOV10|POR|PRKACA|TLE3|AP3B1|STC2|RIPK1|SLC9A3R1|AKAP9|RNF41|NUTF2|AKAP8|MYCBP2|TBK1|EXOSC3|NIN|RAB14|CDK5RAP2|RTN4|MIB1|GORASP1|ANO6|
GO:0051240	positive regulation of multicellular organismal process	biological_process	17	701	0.070314703	0.26221336	P62330|P61586|Q15904|Q7KZI7|P55085|P35556|Q92769|P09601|P05556|P16435|O00203|Q13546|Q9UHD2|Q9NQT5|Q8N4C6|Q9NQC3|Q4KMQ2|	ARF6|RHOA|ATP6AP1|MARK2|F2RL1|FBN2|HDAC2|HMOX1|ITGB1|POR|AP3B1|RIPK1|TBK1|EXOSC3|NIN|RTN4|ANO6|
GO:0051241	negative regulation of multicellular organismal process	biological_process	18	589	0.001541662	0.034602076	P62330|P61586|P67870|P26358|P55085|P35555|Q92769|P09601|P17612|Q04726|O76061|P61970|O43823|Q9UHD2|Q96SN8|Q9NQC3|Q86YT6|Q9BQQ3|	ARF6|RHOA|CSNK2B|DNMT1|F2RL1|FBN1|HDAC2|HMOX1|PRKACA|TLE3|STC2|NUTF2|AKAP8|TBK1|CDK5RAP2|RTN4|MIB1|GORASP1|
GO:0051246	regulation of protein metabolic process	biological_process	43	4746	0.367832069	0.611028316	P61586|Q15904|P19784|P67870|P26358|Q7KZI7|P55085|Q08379|Q92769|P09601|P14735|Q9HCE1|P16435|P17612|P13861|P31323|P62820|P35241|Q92900|Q15056|O76024|P51149|Q13546|O14745|P62877|Q99996|Q9H4P4|O43823|Q13438|O95684|O75592|Q92552|Q92615|O60885|P37198|Q8NEJ9|Q9NY61|P11940|Q96DZ1|Q9UHD2|Q9H270|Q9BQQ3|Q9C0D3|	RHOA|ATP6AP1|CSNK2A2|CSNK2B|DNMT1|MARK2|F2RL1|GOLGA2|HDAC2|HMOX1|IDE|MOV10|POR|PRKACA|PRKAR2A|PRKAR2B|RAB1A|RDX|UPF1|EIF4H|WFS1|RAB7A|RIPK1|SLC9A3R1|RBX1|AKAP9|RNF41|AKAP8|OS9|FGFR1OP|MYCBP2|MRPS27|LARP4B|BRD4|NUP62|NGDN|AATF|PABPC1|ERLEC1|TBK1|VPS11|GORASP1|ZYG11B|
GO:0051247	positive regulation of protein metabolic process	biological_process	29	1896	0.036062623	0.26221336	P61586|Q15904|P67870|P26358|Q7KZI7|P55085|Q08379|Q92769|P09601|P14735|P17612|P13861|P31323|P62820|P35241|O76024|P51149|Q13546|P62877|Q99996|Q9H4P4|O43823|Q92552|Q92615|O60885|P11940|Q9UHD2|Q9H270|Q9BQQ3|	RHOA|ATP6AP1|CSNK2B|DNMT1|MARK2|F2RL1|GOLGA2|HDAC2|HMOX1|IDE|PRKACA|PRKAR2A|PRKAR2B|RAB1A|RDX|WFS1|RAB7A|RIPK1|RBX1|AKAP9|RNF41|AKAP8|MRPS27|LARP4B|BRD4|PABPC1|TBK1|VPS11|GORASP1|
GO:0051248	negative regulation of protein metabolic process	biological_process	17	731	0.551633559	0.785810811	P19784|P26358|P55085|Q92769|P14735|Q9HCE1|P16435|P13861|P31323|Q92900|O14745|Q13438|O95684|O75592|P37198|Q9NY61|Q96DZ1|	CSNK2A2|DNMT1|F2RL1|HDAC2|IDE|MOV10|POR|PRKAR2A|PRKAR2B|UPF1|SLC9A3R1|OS9|FGFR1OP|MYCBP2|NUP62|AATF|ERLEC1|
GO:0051249	regulation of lymphocyte activation	biological_process	4	48	0.327816532	0.556677019	P61586|O00203|Q9H4P4|Q9NQT5|	RHOA|AP3B1|RNF41|EXOSC3|
GO:0051251	positive regulation of lymphocyte activation	biological_process	3	32	0.5168213	0.764344262	P61586|O00203|Q9NQT5|	RHOA|AP3B1|EXOSC3|
GO:0051252	regulation of RNA metabolic process	biological_process	38	4477	0.65499103	0.857605178	Q08117|P61586|P49454|P26358|P55085|P35555|Q14789|P13984|Q92769|P09601|Q9HCE1|P52948|P09884|Q92900|P25440|Q04724|Q04726|O76024|O75534|P35658|Q13617|Q13546|Q13310|Q9UN86|P62877|Q9H4P4|Q96B26|Q13868|O60885|P37198|Q9NY61|P11940|Q9UHD2|Q9NQT5|Q96SN8|Q9NQT4|Q8TAD8|Q9H7Z7|	AES|RHOA|CENPF|DNMT1|F2RL1|FBN1|GOLGB1|GTF2F2|HDAC2|HMOX1|MOV10|NUP98|POLA1|UPF1|BRD2|TLE1|TLE3|WFS1|CSDE1|NUP214|CUL2|RIPK1|PABPC4|G3BP2|RBX1|RNF41|EXOSC8|EXOSC2|BRD4|NUP62|AATF|PABPC1|TBK1|EXOSC3|CDK5RAP2|EXOSC5|SNIP1|PTGES2|
GO:0051253	negative regulation of RNA metabolic process	biological_process	8	177	0.308322101	0.528996865	Q08117|P49454|P26358|Q92769|Q04724|Q04726|O76024|P11940|	AES|CENPF|DNMT1|HDAC2|TLE1|TLE3|WFS1|PABPC1|
GO:0051254	positive regulation of RNA metabolic process	biological_process	14	561	0.530667586	0.772789116	P55085|P13984|Q92769|Q9HCE1|P52948|Q92900|Q13546|O60885|P37198|Q9NY61|P11940|Q9UHD2|Q96SN8|Q9H7Z7|	F2RL1|GTF2F2|HDAC2|MOV10|NUP98|UPF1|RIPK1|BRD4|NUP62|AATF|PABPC1|TBK1|CDK5RAP2|PTGES2|
GO:0051258	protein polymerization	biological_process	5	24	0.004155732	0.034602076	Q08379|Q99996|Q96CW5|Q9BSJ2|Q8N4C6|	GOLGA2|AKAP9|TUBGCP3|TUBGCP2|NIN|
GO:0051259	protein complex oligomerization	biological_process	13	521	0.768679397	0.946517413	P12109|P27105|P62873|Q08379|P09601|P14735|Q13546|Q9UDR5|P37198|Q9UJZ1|Q7Z3B4|Q9H773|Q2T9J0|	COL6A1|STOM|GNB1|GOLGA2|HMOX1|IDE|RIPK1|AASS|NUP62|STOML2|NUP54|DCTPP1|TYSND1|
